ID,year,Gender,approv_in_adv,loan_type,loan_purpose,open_credit,business_or_commercial,loan_amount,rate_of_interest,term,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Status
36511,2019,Female,nopre,type1,p3,nopc,nob/c,236500,,360.0,not_lpsm,288000.0,sb,pr,1U,3120.0,CIB,599.0,CIB,45-54,to_inst,North,0
36512,2019,Male,nopre,type1,p1,nopc,nob/c,96500,4.99,180.0,not_lpsm,98000.0,sb,pr,1U,3600.0,EXP,742.0,CIB,35-44,to_inst,North,0
36513,2019,Male,nopre,type2,p1,nopc,b/c,306500,,360.0,not_lpsm,,sb,pr,1U,7200.0,EQUI,508.0,EXP,35-44,to_inst,North,0
36514,2019,Joint,nopre,type1,p4,nopc,nob/c,396500,3.5,360.0,not_lpsm,668000.0,sb,pr,1U,11280.0,EXP,551.0,EXP,55-64,not_inst,central,1
36515,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,556500,3.99,360.0,not_lpsm,798000.0,sb,pr,1U,10560.0,EXP,812.0,EXP,45-54,to_inst,south,1
36516,2019,Male,pre,type1,p4,nopc,nob/c,566500,3.625,180.0,not_lpsm,668000.0,sb,pr,1U,11880.0,CRIF,552.0,CIB,35-44,not_inst,North,1
36517,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,216500,3.375,180.0,not_lpsm,448000.0,sb,pr,1U,5580.0,CRIF,717.0,CIB,55-64,to_inst,south,1
36518,2019,Female,nopre,type1,p1,nopc,nob/c,216500,4.5,360.0,not_lpsm,228000.0,sb,pr,1U,3360.0,CRIF,597.0,CIB,35-44,not_inst,North,0
36519,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,416500,3.5,180.0,not_lpsm,578000.0,sb,pr,1U,9300.0,CRIF,900.0,EXP,45-54,to_inst,south,1
36520,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,336500,4.875,360.0,not_lpsm,358000.0,sb,pr,1U,6300.0,CRIF,772.0,CIB,25-34,to_inst,south,1
36521,2019,Female,nopre,type1,p3,nopc,nob/c,376500,3.375,360.0,not_lpsm,578000.0,sb,pr,1U,7500.0,EXP,532.0,CIB,25-34,not_inst,south,1
36522,2019,Joint,nopre,type1,p3,nopc,nob/c,456500,4.18,360.0,not_lpsm,858000.0,sb,pr,1U,8700.0,CRIF,666.0,EXP,35-44,not_inst,south,0
36523,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,336500,3.875,336.0,not_lpsm,428000.0,sb,pr,1U,9960.0,EXP,711.0,CIB,65-74,to_inst,south,1
36524,2019,Joint,nopre,type1,p1,nopc,nob/c,226500,4.56,360.0,not_lpsm,308000.0,sb,pr,1U,5280.0,CRIF,838.0,EXP,65-74,to_inst,south,1
36525,2019,Joint,nopre,type1,p3,nopc,nob/c,226500,3.99,360.0,not_lpsm,648000.0,sb,pr,1U,3780.0,CRIF,686.0,EXP,>74,to_inst,North,0
36526,2019,Male,pre,type1,p1,nopc,nob/c,146500,4.875,360.0,not_lpsm,168000.0,sb,pr,1U,2160.0,EXP,747.0,CIB,25-34,to_inst,North,1
36527,2019,Male,nopre,type1,p3,nopc,nob/c,326500,4.75,360.0,not_lpsm,408000.0,sb,pr,1U,10860.0,CRIF,840.0,CIB,55-64,to_inst,North,1
36528,2019,Female,nopre,type1,p4,nopc,nob/c,126500,4.25,180.0,not_lpsm,188000.0,sb,pr,1U,2460.0,EXP,564.0,CIB,45-54,to_inst,south,1
36529,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,126500,4.99,360.0,not_lpsm,508000.0,sb,pr,1U,2580.0,CIB,774.0,CIB,>74,to_inst,south,0
36530,2019,Joint,nopre,type3,p3,nopc,nob/c,196500,4.25,360.0,not_lpsm,358000.0,sb,pr,1U,6720.0,EXP,610.0,EXP,>74,to_inst,central,1
36531,2019,Male,nopre,type1,p3,nopc,nob/c,316500,,360.0,lpsm,,sb,pr,1U,3720.0,EQUI,642.0,EXP,45-54,to_inst,south,1
36532,2019,Joint,nopre,type1,p4,nopc,nob/c,646500,,360.0,not_lpsm,,sb,pr,1U,14820.0,EQUI,803.0,EXP,35-44,not_inst,North,1
36533,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,786500,3.75,360.0,not_lpsm,1238000.0,sb,pr,1U,13500.0,CIB,519.0,CIB,35-44,to_inst,south,1
36534,2019,Joint,nopre,type3,p3,nopc,nob/c,436500,3.75,360.0,not_lpsm,688000.0,sb,pr,1U,11160.0,EXP,698.0,EXP,65-74,not_inst,south,1
36535,2019,Female,nopre,type1,p4,nopc,nob/c,226500,,360.0,not_lpsm,,sb,pr,1U,7800.0,EQUI,862.0,EXP,35-44,to_inst,North,0
36536,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,476500,3.875,360.0,not_lpsm,768000.0,sb,pr,1U,7140.0,CIB,878.0,CIB,35-44,to_inst,south,0
36537,2019,Joint,nopre,type1,p3,nopc,nob/c,556500,,360.0,not_lpsm,,sb,pr,1U,10800.0,EQUI,557.0,EXP,45-54,to_inst,North,1
36538,2019,Female,nopre,type1,p1,nopc,nob/c,286500,3.25,360.0,not_lpsm,368000.0,sb,pr,1U,3780.0,EXP,517.0,CIB,55-64,not_inst,North,0
36539,2019,Male,nopre,type3,p3,nopc,nob/c,416500,,300.0,not_lpsm,398000.0,sb,pr,1U,5520.0,CIB,708.0,CIB,45-54,to_inst,North,0
36540,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,186500,3.625,240.0,not_lpsm,288000.0,sb,pr,1U,,EXP,654.0,EXP,35-44,to_inst,south,1
36541,2019,Female,nopre,type1,p3,nopc,nob/c,696500,5.25,360.0,not_lpsm,938000.0,sb,pr,1U,9480.0,CIB,852.0,CIB,45-54,to_inst,south,0
36542,2019,Female,nopre,type1,p3,nopc,nob/c,236500,5.5,360.0,not_lpsm,308000.0,sb,pr,1U,6600.0,EXP,797.0,CIB,55-64,to_inst,North,1
36543,2019,Male,nopre,type1,p1,nopc,nob/c,316500,,360.0,not_lpsm,1038000.0,sb,ir,3U,8460.0,CRIF,525.0,CIB,55-64,not_inst,North,0
36544,2019,Joint,nopre,type3,p3,nopc,nob/c,506500,3.5,360.0,not_lpsm,888000.0,sb,pr,1U,11340.0,CIB,664.0,EXP,55-64,not_inst,North,1
36545,2019,Male,pre,type2,p3,nopc,b/c,116500,,360.0,not_lpsm,128000.0,sb,pr,1U,4500.0,CRIF,869.0,CIB,45-54,to_inst,central,0
36546,2019,Female,nopre,type1,p3,nopc,nob/c,306500,,360.0,not_lpsm,,sb,ir,2U,9240.0,EQUI,859.0,EXP,45-54,to_inst,south,0
36547,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,386500,4.125,360.0,not_lpsm,658000.0,sb,pr,1U,5520.0,EXP,680.0,CIB,45-54,to_inst,south,0
36548,2019,Male,pre,type1,p1,nopc,nob/c,286500,3.75,180.0,not_lpsm,488000.0,sb,pr,1U,16320.0,EXP,508.0,CIB,45-54,to_inst,North,0
36549,2019,Female,pre,type1,p1,nopc,nob/c,206500,4.375,360.0,not_lpsm,298000.0,sb,pr,1U,5940.0,CRIF,790.0,CIB,65-74,to_inst,North,0
36550,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,256500,3.75,360.0,not_lpsm,428000.0,sb,pr,1U,2520.0,CRIF,768.0,CIB,55-64,to_inst,south,1
36551,2019,Joint,nopre,type1,p3,nopc,nob/c,436500,,360.0,not_lpsm,,sb,pr,1U,4800.0,EQUI,550.0,EXP,65-74,not_inst,central,0
36552,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,226500,3.99,360.0,not_lpsm,368000.0,sb,pr,1U,4560.0,CIB,781.0,EXP,35-44,to_inst,south,0
36553,2019,Male,nopre,type1,p3,nopc,nob/c,916500,,300.0,not_lpsm,908000.0,sb,pr,1U,10380.0,CIB,808.0,CIB,45-54,not_inst,North,0
36554,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,556500,4.5,360.0,not_lpsm,658000.0,sb,pr,1U,8100.0,CRIF,849.0,EXP,25-34,to_inst,south,0
36555,2019,Male,nopre,type1,p4,nopc,nob/c,326500,,180.0,not_lpsm,,sb,pr,1U,5700.0,EQUI,704.0,EXP,35-44,not_inst,south,0
36556,2019,Joint,nopre,type2,p4,nopc,b/c,506500,3.875,360.0,not_lpsm,578000.0,sb,pr,1U,,CIB,863.0,EXP,45-54,not_inst,North,1
36557,2019,Joint,nopre,type3,p1,nopc,nob/c,756500,,300.0,not_lpsm,808000.0,sb,pr,1U,14880.0,CIB,588.0,EXP,25-34,not_inst,central,0
36558,2019,Joint,nopre,type1,p2,nopc,nob/c,106500,5.125,360.0,not_lpsm,148000.0,sb,ir,2U,10860.0,EXP,641.0,EXP,45-54,not_inst,North,0
36559,2019,Female,nopre,type1,p1,nopc,nob/c,96500,,360.0,not_lpsm,,sb,pr,1U,1740.0,EQUI,564.0,EXP,<25,to_inst,North,0
36560,2019,Female,nopre,type1,p3,nopc,nob/c,406500,3.75,360.0,not_lpsm,758000.0,sb,pr,1U,7260.0,CIB,648.0,CIB,>74,to_inst,North,1
36561,2019,Joint,nopre,type1,p4,nopc,nob/c,316500,3.75,228.0,not_lpsm,828000.0,sb,pr,1U,7800.0,CRIF,695.0,EXP,45-54,not_inst,North,1
36562,2019,Female,nopre,type1,p3,nopc,nob/c,316500,4.5,360.0,not_lpsm,418000.0,sb,pr,1U,6120.0,CIB,650.0,CIB,45-54,to_inst,North,1
36563,2019,Male,nopre,type1,p1,nopc,nob/c,386500,3.99,360.0,not_lpsm,428000.0,sb,pr,1U,6300.0,CIB,731.0,CIB,25-34,not_inst,south,1
36564,2019,Female,nopre,type2,p3,nopc,b/c,276500,3.875,360.0,not_lpsm,318000.0,sb,pr,1U,5820.0,CIB,534.0,CIB,55-64,to_inst,central,1
36565,2019,Joint,nopre,type1,p1,nopc,nob/c,486500,,360.0,not_lpsm,,sb,pr,1U,8940.0,EQUI,794.0,EXP,25-34,to_inst,North,1
36566,2019,Female,nopre,type1,p3,nopc,nob/c,126500,4.99,360.0,not_lpsm,408000.0,sb,pr,1U,3600.0,CRIF,801.0,CIB,65-74,to_inst,North,1
36567,2019,Male,nopre,type1,p4,nopc,nob/c,556500,3.625,360.0,not_lpsm,608000.0,sb,pr,1U,8280.0,CRIF,673.0,CIB,45-54,not_inst,south,0
36568,2019,Sex Not Available,nopre,type1,p2,nopc,nob/c,456500,,360.0,not_lpsm,618000.0,sb,pr,1U,5760.0,CRIF,899.0,EXP,45-54,to_inst,south,1
36569,2019,Joint,pre,type1,p1,nopc,nob/c,626500,4.99,360.0,not_lpsm,1088000.0,sb,ir,2U,14460.0,CIB,791.0,EXP,35-44,not_inst,south,0
36570,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,296500,3.5,360.0,not_lpsm,448000.0,sb,pr,1U,4380.0,CIB,861.0,CIB,>74,to_inst,south,0
36571,2019,Male,nopre,type1,p3,nopc,nob/c,266500,4.25,360.0,not_lpsm,468000.0,sb,pr,1U,5040.0,CRIF,526.0,EXP,65-74,to_inst,North,1
36572,2019,Female,nopre,type2,p3,nopc,b/c,136500,,360.0,not_lpsm,108000.0,sb,pr,1U,3540.0,EXP,747.0,CIB,35-44,to_inst,North,0
36573,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,56500,,180.0,not_lpsm,,sb,pr,1U,1980.0,EQUI,556.0,EXP,>74,to_inst,south,0
36574,2019,Sex Not Available,pre,type3,p3,nopc,nob/c,196500,4.25,360.0,not_lpsm,218000.0,sb,pr,1U,4140.0,EXP,664.0,CIB,55-64,to_inst,south,1
36575,2019,Female,nopre,type1,p4,nopc,nob/c,476500,4.5,300.0,not_lpsm,588000.0,sb,pr,1U,10020.0,EXP,772.0,CIB,55-64,to_inst,North,1
36576,2019,Sex Not Available,pre,type1,p1,nopc,nob/c,446500,4.625,360.0,not_lpsm,498000.0,sb,pr,1U,7560.0,EXP,766.0,CIB,35-44,to_inst,south,0
36577,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,296500,,360.0,not_lpsm,338000.0,sb,pr,1U,4260.0,CIB,572.0,EXP,35-44,to_inst,south,1
36578,2019,Joint,nopre,type1,p1,nopc,nob/c,336500,3.85,360.0,not_lpsm,448000.0,sb,sr,1U,19260.0,CRIF,815.0,EXP,65-74,to_inst,North,0
36579,2019,Sex Not Available,nopre,type2,p4,nopc,b/c,156500,,360.0,not_lpsm,188000.0,sb,pr,1U,,EXP,889.0,CIB,35-44,to_inst,south,0
36580,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,256500,5.5,360.0,not_lpsm,378000.0,sb,pr,1U,3420.0,CRIF,790.0,EXP,55-64,to_inst,south,0
36581,2019,Male,nopre,type1,p1,nopc,nob/c,356500,3.375,180.0,not_lpsm,448000.0,sb,pr,1U,7080.0,CIB,506.0,CIB,45-54,not_inst,North,0
36582,2019,Female,pre,type1,p3,nopc,nob/c,156500,4.5,360.0,not_lpsm,208000.0,sb,pr,1U,1980.0,EXP,508.0,CIB,65-74,to_inst,North,1
36583,2019,Male,nopre,type1,p3,nopc,nob/c,186500,,180.0,not_lpsm,,sb,pr,1U,0.0,EQUI,706.0,EXP,>74,to_inst,North,1
36584,2019,Joint,nopre,type1,p3,nopc,nob/c,386500,3.625,180.0,not_lpsm,738000.0,sb,pr,1U,9180.0,EXP,769.0,EXP,55-64,not_inst,central,0
36585,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,146500,,360.0,not_lpsm,148000.0,sb,pr,1U,1800.0,CRIF,598.0,CIB,55-64,to_inst,south,0
36586,2019,Female,pre,type1,p3,nopc,nob/c,196500,3.99,360.0,not_lpsm,388000.0,sb,pr,1U,1860.0,CIB,508.0,CIB,65-74,to_inst,central,1
36587,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,436500,3.5,360.0,not_lpsm,468000.0,sb,pr,1U,8280.0,CIB,765.0,CIB,35-44,to_inst,south,0
36588,2019,Joint,nopre,type1,p1,nopc,nob/c,666500,3.875,360.0,not_lpsm,828000.0,sb,pr,1U,7920.0,CIB,570.0,EXP,55-64,not_inst,North,1
36589,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,256500,3.99,360.0,not_lpsm,368000.0,sb,pr,1U,4380.0,CIB,732.0,CIB,65-74,to_inst,south,0
36590,2019,Sex Not Available,nopre,type2,p3,nopc,b/c,346500,3.5,360.0,not_lpsm,408000.0,sb,pr,1U,4680.0,EXP,702.0,CIB,35-44,to_inst,south,1
36591,2019,Sex Not Available,nopre,type2,p4,nopc,b/c,216500,3.49,360.0,not_lpsm,248000.0,sb,pr,1U,,CRIF,725.0,EXP,45-54,to_inst,south,0
36592,2019,Joint,nopre,type1,p4,nopc,nob/c,386500,4.625,360.0,not_lpsm,448000.0,sb,pr,1U,7680.0,EXP,748.0,EXP,35-44,not_inst,south,0
36593,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,336500,2.99,180.0,not_lpsm,498000.0,sb,pr,1U,12000.0,EXP,871.0,EXP,35-44,to_inst,south,1
36594,2019,Joint,nopre,type1,p4,nopc,nob/c,566500,3.75,360.0,not_lpsm,598000.0,sb,pr,1U,9060.0,CIB,650.0,EXP,25-34,not_inst,south,0
36595,2019,Joint,pre,type1,p1,nopc,nob/c,726500,4.625,360.0,not_lpsm,848000.0,sb,pr,1U,10500.0,EXP,624.0,EXP,35-44,not_inst,south,1
36596,2019,Male,nopre,type1,p1,nopc,nob/c,336500,3.375,360.0,not_lpsm,418000.0,sb,pr,1U,4920.0,EXP,567.0,CIB,35-44,not_inst,North,1
36597,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,326500,,360.0,not_lpsm,,sb,pr,1U,4860.0,EQUI,707.0,EXP,35-44,to_inst,south,0
36598,2019,Joint,nopre,type1,p4,nopc,nob/c,426500,3.5,360.0,not_lpsm,1468000.0,sb,pr,1U,9240.0,CIB,789.0,EXP,55-64,not_inst,south,0
36599,2019,Female,,type1,p4,nopc,nob/c,116500,4.75,360.0,not_lpsm,128000.0,sb,pr,1U,3600.0,CRIF,867.0,CIB,65-74,to_inst,central,0
36600,2019,Joint,pre,type2,p3,nopc,b/c,326500,3.49,360.0,not_lpsm,378000.0,sb,pr,1U,8880.0,EXP,831.0,EXP,35-44,to_inst,North,0
36601,2019,Joint,nopre,type2,p1,nopc,b/c,376500,3.49,360.0,not_lpsm,388000.0,sb,pr,1U,7200.0,CIB,779.0,EXP,45-54,not_inst,North,1
36602,2019,Male,pre,type3,p1,nopc,nob/c,116500,,360.0,not_lpsm,,sb,pr,1U,2520.0,EQUI,667.0,EXP,<25,to_inst,North,1
36603,2019,Male,nopre,type1,p4,nopc,nob/c,346500,,180.0,not_lpsm,908000.0,sb,ir,2U,6300.0,CRIF,674.0,CIB,25-34,to_inst,south,0
36604,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,296500,3.99,360.0,not_lpsm,398000.0,sb,pr,1U,3000.0,CRIF,659.0,CIB,<25,to_inst,south,1
36605,2019,Female,nopre,type1,p3,nopc,nob/c,286500,3.99,360.0,not_lpsm,498000.0,sb,pr,1U,2880.0,EXP,562.0,CIB,35-44,not_inst,North,1
36606,2019,Sex Not Available,nopre,type3,p4,nopc,nob/c,216500,,360.0,not_lpsm,,sb,pr,1U,3720.0,EQUI,660.0,EXP,45-54,to_inst,south,0
36607,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,306500,4.99,360.0,not_lpsm,378000.0,sb,pr,1U,10980.0,CIB,507.0,EXP,35-44,to_inst,south,0
36608,2019,Joint,nopre,type1,p1,nopc,nob/c,396500,5.125,360.0,not_lpsm,598000.0,sb,ir,1U,20220.0,CRIF,501.0,EXP,45-54,not_inst,North,0
36609,2019,Male,nopre,type3,p3,nopc,nob/c,356500,,360.0,not_lpsm,,sb,pr,1U,5820.0,EQUI,734.0,EXP,35-44,not_inst,south,0
36610,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,246500,3.75,360.0,not_lpsm,418000.0,sb,pr,1U,2220.0,EXP,873.0,CIB,>74,to_inst,south,1
36611,2019,Male,nopre,type2,p1,nopc,b/c,426500,3.625,360.0,lpsm,438000.0,sb,pr,1U,4860.0,CRIF,547.0,CIB,55-64,not_inst,south,1
36612,2019,Female,nopre,type1,p1,nopc,nob/c,286500,4.5,360.0,not_lpsm,318000.0,sb,pr,1U,4680.0,CIB,828.0,CIB,35-44,not_inst,south,0
36613,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,416500,3.5,360.0,not_lpsm,508000.0,sb,pr,1U,6900.0,CRIF,591.0,CIB,25-34,to_inst,south,0
36614,2019,Female,nopre,type1,p4,nopc,nob/c,366500,3.99,360.0,not_lpsm,548000.0,sb,pr,1U,3600.0,EXP,729.0,CIB,55-64,to_inst,North,1
36615,2019,Male,nopre,type1,p4,nopc,nob/c,226500,,360.0,lpsm,,sb,pr,1U,4620.0,EQUI,668.0,EXP,45-54,to_inst,North,1
36616,2019,Sex Not Available,pre,type1,p3,nopc,nob/c,136500,4.75,360.0,not_lpsm,188000.0,sb,pr,1U,3420.0,EXP,603.0,EXP,>74,to_inst,south,0
36617,2019,Female,nopre,type2,p3,nopc,b/c,106500,4.75,360.0,not_lpsm,128000.0,sb,pr,1U,2700.0,CIB,833.0,CIB,55-64,to_inst,North,0
36618,2019,Joint,nopre,type2,p1,nopc,b/c,56500,3.75,360.0,not_lpsm,68000.0,sb,pr,1U,2760.0,CRIF,683.0,EXP,<25,to_inst,North,1
36619,2019,Female,nopre,type1,p4,nopc,nob/c,296500,4.25,324.0,not_lpsm,358000.0,sb,pr,1U,4380.0,EXP,522.0,CIB,65-74,to_inst,North,1
36620,2019,Male,nopre,type1,p3,nopc,nob/c,726500,,360.0,not_lpsm,3008000.0,sb,pr,1U,11640.0,EXP,761.0,CIB,>74,to_inst,North,1
36621,2019,Male,nopre,type1,p1,nopc,nob/c,466500,4.18,360.0,not_lpsm,628000.0,sb,pr,1U,15480.0,CIB,818.0,CIB,35-44,not_inst,North,0
36622,2019,Male,nopre,type1,p3,nopc,nob/c,366500,3.75,240.0,not_lpsm,798000.0,sb,pr,1U,7560.0,CRIF,587.0,CIB,35-44,to_inst,south,0
36623,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,746500,4.75,360.0,not_lpsm,1858000.0,sb,pr,3U,7860.0,CIB,826.0,EXP,55-64,to_inst,south,0
36624,2019,Female,pre,type1,p3,nopc,nob/c,146500,4.25,360.0,not_lpsm,288000.0,sb,pr,1U,2820.0,CRIF,704.0,CIB,55-64,to_inst,North,1
36625,2019,Joint,pre,type1,p3,nopc,nob/c,276500,3.99,360.0,not_lpsm,448000.0,sb,pr,1U,3360.0,CIB,551.0,EXP,65-74,to_inst,central,0
36626,2019,Male,nopre,type1,p1,nopc,nob/c,206500,,360.0,not_lpsm,268000.0,sb,pr,1U,2760.0,EXP,686.0,CIB,45-54,to_inst,North,0
36627,2019,Male,nopre,type1,p4,nopc,nob/c,106500,4.375,360.0,not_lpsm,138000.0,sb,pr,1U,1740.0,CRIF,819.0,CIB,25-34,to_inst,North,0
36628,2019,Joint,nopre,type1,p4,nopc,nob/c,566500,,360.0,not_lpsm,,sb,pr,1U,12120.0,EQUI,856.0,EXP,45-54,not_inst,North,1
36629,2019,Female,nopre,type1,p1,nopc,nob/c,276500,4.875,360.0,not_lpsm,348000.0,sb,pr,1U,5580.0,CRIF,713.0,CIB,45-54,not_inst,central,1
36630,2019,Female,nopre,type2,p1,nopc,b/c,296500,4.5,360.0,not_lpsm,308000.0,sb,pr,1U,4860.0,CIB,731.0,CIB,35-44,not_inst,North,1
36631,2019,Male,nopre,type1,p4,nopc,nob/c,76500,3.99,180.0,not_lpsm,128000.0,sb,pr,1U,1920.0,CRIF,670.0,CIB,>74,to_inst,North,0
36632,2019,Joint,nopre,type3,p4,nopc,nob/c,376500,3.49,360.0,not_lpsm,418000.0,sb,pr,1U,,CIB,512.0,EXP,25-34,not_inst,south,0
36633,2019,Female,nopre,type1,p4,nopc,nob/c,636500,4.0,360.0,not_lpsm,708000.0,sb,pr,1U,5940.0,CRIF,864.0,CIB,35-44,not_inst,south,0
36634,2019,Joint,nopre,type1,p1,nopc,nob/c,486500,4.99,360.0,not_lpsm,628000.0,sb,pr,1U,10320.0,CRIF,671.0,EXP,45-54,not_inst,North,1
36635,2019,Male,nopre,type1,p1,nopc,nob/c,366500,,360.0,not_lpsm,,sb,pr,1U,6240.0,EQUI,667.0,EXP,35-44,to_inst,North,1
36636,2019,Sex Not Available,nopre,type1,p1,nopc,nob/c,206500,,360.0,not_lpsm,,sb,pr,1U,13620.0,EQUI,663.0,EXP,45-54,to_inst,south,1
36637,2019,Sex Not Available,nopre,type3,p4,nopc,nob/c,416500,2.75,360.0,not_lpsm,528000.0,sb,pr,1U,,EXP,855.0,EXP,35-44,to_inst,south,0
36638,2019,Joint,nopre,type1,p4,nopc,nob/c,306500,4.75,360.0,not_lpsm,478000.0,sb,ir,2U,14400.0,CRIF,858.0,EXP,55-64,not_inst,south,0
36639,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,126500,3.75,180.0,not_lpsm,228000.0,sb,pr,1U,3600.0,CIB,879.0,EXP,55-64,to_inst,south,0
36640,2019,Joint,nopre,type1,p3,nopc,nob/c,236500,4.375,360.0,not_lpsm,348000.0,sb,pr,1U,3840.0,CRIF,563.0,EXP,55-64,to_inst,North,0
36641,2019,Joint,nopre,type1,p4,nopc,nob/c,726500,3.625,360.0,not_lpsm,1468000.0,sb,pr,1U,16020.0,EXP,686.0,EXP,45-54,not_inst,south,1
36642,2019,Male,nopre,type2,p4,nopc,b/c,196500,3.49,360.0,not_lpsm,358000.0,sb,pr,1U,,EXP,876.0,CIB,65-74,to_inst,North,1
36643,2019,Sex Not Available,nopre,type1,p3,nopc,nob/c,246500,3.5,180.0,not_lpsm,628000.0,sb,pr,1U,3420.0,EXP,773.0,CIB,65-74,to_inst,south,1
36644,2019,Male,nopre,type1,p4,nopc,nob/c,226500,3.375,360.0,not_lpsm,268000.0,sb,pr,1U,6060.0,CIB,711.0,CIB,45-54,not_inst,North,0
36645,2019,Sex Not Available,pre,type3,p3,nopc,nob/c,306500,3.25,360.0,not_lpsm,308000.0,sb,pr,1U,4020.0,EXP,765.0,CIB,45-54,to_inst,south,0
36646,2019,Male,nopre,type2,p4,nopc,b/c,496500,3.99,360.0,not_lpsm,568000.0,sb,pr,1U,,CRIF,645.0,CIB,45-54,not_inst,North,1
36647,2019,Female,nopre,type1,p4,nopc,nob/c,286500,3.625,360.0,not_lpsm,908000.0,sb,pr,1U,2820.0,EXP,847.0,CIB,65-74,to_inst,North,1
36648,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,406500,,360.0,not_lpsm,808000.0,sb,pr,1U,9660.0,CIB,568.0,EXP,65-74,to_inst,south,0
36649,2019,Sex Not Available,pre,type1,p1,nopc,nob/c,906500,3.0,360.0,not_lpsm,1258000.0,sb,pr,1U,11100.0,CIB,596.0,CIB,45-54,to_inst,south,1
36650,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,416500,3.625,360.0,not_lpsm,538000.0,sb,pr,1U,5820.0,CIB,642.0,CIB,45-54,to_inst,south,0
36651,2019,Male,nopre,type1,p4,nopc,nob/c,476500,3.625,360.0,not_lpsm,648000.0,sb,pr,1U,7020.0,CRIF,591.0,CIB,35-44,not_inst,North,1
36652,2019,Joint,nopre,type1,p4,nopc,nob/c,576500,,360.0,not_lpsm,,sb,pr,1U,7320.0,EQUI,746.0,EXP,35-44,not_inst,south,1
36653,2019,Sex Not Available,nopre,type1,p4,nopc,nob/c,256500,3.99,324.0,not_lpsm,328000.0,sb,pr,1U,4860.0,CIB,706.0,EXP,35-44,to_inst,south,1
36654,2019,Male,nopre,type1,p4,nopc,nob/c,226500,3.875,360.0,not_lpsm,288000.0,sb,pr,1U,5460.0,CIB,715.0,CIB,35-44,not_inst,North,1
36655,2019,Sex Not Available,pre,type2,p1,nopc,b/c,226500,4.49,360.0,not_lpsm,228000.0,sb,pr,1U,2820.0,CIB,717.0,CIB,35-44,to_inst,south,1
36656,2019,Sex Not Available,pre,type2,p3,nopc,b/c,136500,3.375,360.0,not_lpsm,218000.0,sb,pr,1U,2820.0,CIB,727.0,CIB,65-74,to_inst,south,1
36657,2019,Joint,nopre,type1,p3,nopc,nob/c,206500,3.5,240.0,not_lpsm,458000.0,sb,pr,1U,8520.0,EXP,513.0,EXP,45-54,to_inst,central,0
36658,2019,Female,nopre,type2,p1,nopc,b/c,236500,4.5,360.0,not_lpsm,238000.0,sb,pr,1U,3360.0,EXP,887.0,CIB,55-64,to_inst,North,1
36659,2019,Female,nopre,type1,p4,nopc,nob/c,126500,4.125,324.0,not_lpsm,258000.0,sb,pr,1U,3600.0,EXP,611.0,CIB,65-74,to_inst,North,0
36660,2019,Joint,nopre,type3,p4,nopc,nob/c,666500,3.0,360.0,not_lpsm,718000.0,sb,pr,1U,,CIB,581.0,EXP,35-44,not_inst,central,1
36661,2019,Joint,nopre,type1,p4,nopc,nob/c,316500,2.875,180.0,not_lpsm,468000.0,sb,pr,1U,8460.0,CRIF,564.0,EXP,45-54,not_inst,North,0
36662,2019,Joint,nopre,type1,p4,nopc,nob/c,556500,3.99,360.0,not_lpsm,1008000.0,sb,pr,1U,10080.0,CIB,730.0,EXP,55-64,to_inst,North,0
36663,2019,Female,nopre,type1,p4,nopc,nob/c,576500,4.5,360.0,not_lpsm,1108000.0,sb,pr,1U,8100.0,CIB,544.0,CIB,45-54,not_inst,North,0
